name,url,rating,number_of_ratings,price,asin,Manufacturer,Product Details,Details
"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690028075&sr=8-15,3.8 out of 5 stars,2300,689,B09QJ7ZF2Y,sions : 5 x 13 x 17 cm; 680 Grams,"Care Instructions: Hand Wash Only
Ease of Access-Multi purpose pockets Super sorted stuff It has a vibrant and stylish design, along with the added benefit of spacious interiors.
Anti - Theft Pocket-Hidden storage pocket for important documents like passports, tickets, cash while on the go.
Integrated Fast charging port-Unique pre-fitted USB port helps you to easily connect your phone or any other device with your power bank. Charging system for smart devices , with free USB (power bank not included )
Care Instructions: Wipe with Dry Cloth
Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.","Product Dimensions : 5 x 13 x 17 cm; 680 Grams
Date First Available : 15 January 2022
ASIN : B09QJ7ZF2Y
Item model number : LEGEND-1
Country of Origin : India
Department : unisex-adult
Item Weight : 680 g
Item Dimensions LxWxH : 50 x 130 x 170 Millimeters"
"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1690028075&sr=8-16,4.3 out of 5 stars,3680,839,B08R7RPVJF,"Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India","Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort
Smooth zippers that never jam or break
Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use
Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials
The padded shoulder straps, handle, and back panel provides protection and all-day comfort.
› See more product details","Lenovo 15.6"" Information
Technical Details
Brand Lenovo
Manufacturer Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India
Series Slim Everyday Backpack
Colour Blue
Item Height 43.51 Centimeters
Item Width 32 Centimeters
Standing screen display size 15.6 Inches
Product Dimensions 12.5 x 32 x 43.51 cm; 480 Grams
Item model number GX41B33568
Included Components Backpack, warranty Card
Manufacturer Lenovo
Country of Origin India
Item Weight 480 g
Additional Information
ASIN B08R7RPVJF
Customer Reviews 4.3
3,688 ratings
4.3 out of 5 stars
Best Sellers Rank #92 in Computers & Accessories (See Top 100 in Computers & Accessories)
#5 in Laptop Backpacks
Date First Available 23 December 2020
Packer #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India
Importer Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel,
Item Dimensions LxWxH 12.5 x 32 x 43.5 Centimeters
Net Quantity 1 Count
Generic Name Backpack
Feedback
Would you like to tell us about a lower price?"
HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,https://www.amazon.in/Hammonds-Flycatcher-Leather-Messenger-LB190BRN/dp/B083M1QK32/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1690028075&sr=8-17,4.4 out of 5 stars,570,5255,B083M1QK32,Hindustan Foam,"Genuine Leather: This laptop bag for men / office bag for men/Laptop Backpack is made of 100% Full Grain Genuine Leather, making it the perfect accessory for office, travel, and daily use. The high-quality leather not only ensures longevity but also adds a touch of elegance to your style. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.
Spacious and Organized: The HAMMONDS FLYCATCHER Shoulder Bag for Men offers ample space and smart organization. With its 1 main compartment, padded laptop compartment, inner zipper pocket, mobile pocket, wallet pocket, pen slots, front pockets, side pockets, and back zipper pocket, this bag keeps your belongings organized. Dimensions: 40cm (L) x 14cm (W) x 30cm (H). Perfect as a shoulder bag for travel and a laptop bag for men.
Water-Resistant and Travel-Friendly: The HAMMONDS FLYCATCHER Office Bag for Men, a leather bag for men, is water-resistant and travel-friendly. It features comfortable leather handles and padded, removable, adjustable shoulder straps for convenient carrying during your daily commute or travel adventures.
Perfectly Fits Your Laptop: The HAMMONDS FLYCATCHER Messenger Bag, also serving as a shoulder bag, hand bag, and executive bag, is designed to accommodate 14/15.6/16-inch laptops, including MacBook and notebooks. This bag ensures a secure and snug fit for your valuable device, providing excellent protection during travel, work, or daily commutes. Its versatile design and functionality make it an ideal choice for professionals on the move.
Perfect Gift: This office bag for men / Hand Bag for Men is a great gifts for men / gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag / Hand Bag for Men makes a great gift for professionals, artists, students, and all sorts of officials.","Product Dimensions : 53.29 x 19.8 x 37 cm; 980 Grams
Date First Available : 8 January 2020
Manufacturer : Hindustan Foam
ASIN : B083M1QK32
Item model number : LB190BRN
Country of Origin : India
Department : Men
Manufacturer : Hindustan Foam, Hindustan Foam, 16m Golam Jilani Khan Road, Kolkata 700039, Contact : 9831172714
Packer : Hindustan Foam, 16m Golam Jilani Khan Road, Kolkata 700039, Contact : 9831172714
Importer : Hindustan Foam, 16m Golam Jilani Khan Road, Kolkata 700039, Contact : 9831172714
Item Weight : 980 g
Item Dimensions LxWxH : 53.3 x 19.8 x 37 Centimeters
Net Quantity : 1.00 count
Included Components : Messenger Bag"
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1690028075&sr=8-18,3.9 out of 5 stars,1014,549,B09TPX22NF,ADISA,"Material: Water Resistant Light-Weight Polyester<br>
Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>
Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>
Closure Type: Zipper<br>","Product Dimensions : 32 x 20 x 47 cm; 530 Grams
Date First Available : 1 March 2022
Manufacturer : ADISA
ASIN : B09TPX22NF
Item model number : BP041
Country of Origin : India
Department : Men
Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Packer : ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Item Weight : 530 g
Item Dimensions LxWxH : 32 x 20 x 47 Centimeters
Net Quantity : 1.00 count
Included Components : Laptop backpack only
Generic Name : Laptop backpack"
Arctic Fox 15 Liters Draw String Bag Lavender Backpack,https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1690028075&sr=8-19,4.3 out of 5 stars,3387,229,B08L6Q9V1H,Arctic Fox,"Care Instructions: Hand Wash Only
Compartments : 1 Compartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller","Product Dimensions : 46 x 32 x 10 cm; 190 Grams
Date First Available : 14 October 2020
Manufacturer : Arctic Fox
ASIN : B08L6Q9V1H
Item model number : FTEBPKMULW109015BLACK
Country of Origin : India
Department : unisex-adult
Manufacturer : Arctic Fox, Outshiny India Pvt. Ltd. No.17, Ganesh Nagar, 8th B Cross Narayanappa Layout, Kodigehalli Bengaluru - 560097..
Packer : Outshiny India Pvt. Ltd., No.17, Ganesh Nagar, 8th B Cross,Narayanappa Layout, Kodigehalli,Bengaluru - 560097.
Item Weight : 190 g
Item Dimensions LxWxH : 46 x 32 x 10 Centimeters
Net Quantity : 1.00 count
Generic Name : Drawstring"
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1690028075&sr=8-20,4.0 out of 5 stars,470,499,B0BS6QQZYN,SHABA BAGS,"Care Instructions: Machine Wash
Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.
Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.
Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.","Product Dimensions : 48 x 32 x 15 cm; 1 Kilograms
Date First Available : 12 January 2023
Manufacturer : SHABA BAGS
ASIN : B0BS6QQZYN
Item model number : DB01
Country of Origin : India
Department : unisex-adult
Manufacturer : SHABA BAGS, SHABA BAGS 9354115195
Item Weight : 1 kg
Item Dimensions LxWxH : 48 x 32 x 15 Centimeters
Net Quantity : 1.00 count"
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-19,3.7 out of 5 stars,6821,224,B019HA8AYG,No,"Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.
Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)
Number of compartments: 1; Compatible Laptop Size : 15.4
Warranty Type: Manufacturer; 1 Year from the date of purchase
Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper","Is Discontinued By Manufacturer : No
Product Dimensions : 49 x 33 x 10 cm; 82 Grams
Date First Available : 17 December 2015
Manufacturer : Gear Merchandise PVT LTD
ASIN : B019HA8AYG
Item model number : BKPCARYON0110
Country of Origin : India
Department : unisex-adult
Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
Item Weight : 82 g
Item Dimensions LxWxH : 49 x 33 x 10 Centimeters
Net Quantity : 1 count
Included Components : Backpack
Generic Name : Bag"
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-20,3.8 out of 5 stars,261,699,B0BPVLXD53,ADISA,"Material: Water Resistant Strong Polyester
Compartments: 2 with padding
Laptop Size: 15.6 inch and below
Dimensions: LxWxH - 11 x 6 x 18 inches
Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover","Product Dimensions : 15.5 x 28 x 46 cm; 650 Grams
Date First Available : 12 December 2022
Manufacturer : ADISA
ASIN : B0BPVLXD53
Item model number : BP043
Country of Origin : India
Department : Men
Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Packer : ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Item Weight : 650 g
Item Dimensions LxWxH : 15.5 x 28 x 46 Centimeters
Net Quantity : 1 Piece
Included Components : Laptop backpack and Rain Cover
Generic Name : Laptop backpack"
ADISA Light Weight Laptop Backpack 32 Ltrs,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-21,4.0 out of 5 stars,6012,499,B07F3X45WZ,ADISA,"Care Instructions: Hand Wash Only
Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo
Dimensions : LxWxH- 31 x 18 x 47 cms
Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)
No. of Compartments : 3 with full padding
NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)","Product Dimensions : 31 x 25 x 46 cm; 430 Grams
Date First Available : 28 June 2018
Manufacturer : ADISA
ASIN : B07F3X45WZ
Item model number : BP005
Country of Origin : India
Department : Men
Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Packer : ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com
Item Weight : 430 g
Item Dimensions LxWxH : 31 x 25 x 46 Centimeters
Net Quantity : 1.00 Unit
Included Components : Laptop backpack only
Generic Name : Laptop backpack"
"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-22,4.2 out of 5 stars,502,1399,B0BTD4FK9G,EXPERTS,"Care Instructions: Hand Wash Only
Well Organized compartment ,Security Back Pocket","Product Dimensions : 20 x 32.5 x 47.5 cm; 510 Grams
Date First Available : 30 January 2023
Manufacturer : EXPERTS
ASIN : B0BTD4FK9G
Item model number : LT9 (0) 01 002
Country of Origin : China
Department : mens
Manufacturer : EXPERTS, China
Packer : China
Importer : Importer Name ltd., Street No. 24/4, New Delhi, India - 110011, Contact: +91-111-000-2400, service@importer.com
Item Weight : 510 g
Item Dimensions LxWxH : 20 x 32.5 x 47.5 Centimeters
Net Quantity : 1 Count
Generic Name : BACKPACK"
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-23,3.8 out of 5 stars,2964,799,B09B26VHXV,Safari Industries,"HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.
FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access
MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella
COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps; WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects
Age Range Description: Adult; Closure Type: Zipper","Product Dimensions : 16 x 32 x 46 cm; 350 Grams
Date First Available : 22 July 2021
Manufacturer : Safari Industries
ASIN : B09B26VHXV
Item model number : FLASH19CBBLU
Country of Origin : India
Department : unisex-adult
Manufacturer : Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Packer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Importer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Item Weight : 350 g
Item Dimensions LxWxH : 16 x 32 x 46 Centimeters
Net Quantity : 1 Count
Generic Name : Backpack"
Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-24,3.8 out of 5 stars,570,699,B0BLVQ9NTD,Half_Moon (AB Amazing Bags),"MULTI-FUNCTION COMPARTMENT: HALF MOON laptop bag for men features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.
DURABLE MATERIAL: The Laptop bag for men / backpack for men has superior quality durable eco-friendly waterproof and anti-scratch polyester and this office bag for men / Laptop backpacks for men features a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.
COMFORTABLE DESIGN IN LAPTOP BAG FOR MEN: Our backpack for men’s ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the college bags for men comfortable to wear even when loaded with all your gear; Compact: The backpack for men / college bags for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.
SIZE OF LAPTOP BAG FOR MEN:18*13*10 inch(L*W*H), Capacity: The office bag for men has capacity of 35L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and office bag for women.
OTHER FEATURES OF OFFICE BAG FOR MEN: The office bag for men and office bag for women has laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.","Product Dimensions : 45 x 33 x 25 cm; 450 Grams
Date First Available : 9 November 2022
Manufacturer : Half_Moon (AB Amazing Bags)
ASIN : B0BLVQ9NTD
Item model number : Strike35_MT
Country of Origin : India
Department : unisex-adult
Manufacturer : Half_Moon (AB Amazing Bags)
Item Weight : 450 g
Item Dimensions LxWxH : 45 x 33 x 25 Centimeters
Net Quantity : 1 Count"
"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-25,3.9 out of 5 stars,9024,549,B081GSQ9D9,No,"Care Instructions: Wipe with Damp Cloth
PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 32 Cm x 22 Cm x 45 Cm, 2 full size compartments, 1 front zipper & 2 side pockets, Fits upto 15.6 inches Laptop with elasticated strap lock at just 590 grams.
CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric and faux leather for a lightweight and durable finish. Our polestar Vintage backpack is a blend of style and utility. A classic design with opulent detailing and vegan leather material adds to your style and keeps your belongings safe.
COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.
BENEFITS: 2 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, two side water bottle pockets help keep your goods dry and body hydrated.
VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one VINTAGE BACKPACK by Polestar.","Is Discontinued By Manufacturer : No
Product Dimensions : 22 x 32 x 44 cm; 550 Grams
Date First Available : 13 November 2019
Manufacturer : POLESTAR
ASIN : B081GSQ9D9
Item model number : PS_VINTAGE_BLK
Country of Origin : India
Department : unisex-adult
Manufacturer : POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com
Packer : JAI AMBAY ENTERPRISES, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar 140021, India +919914112308
Item Weight : 550 g
Item Dimensions LxWxH : 22 x 32 x 44 Centimeters
Net Quantity : 1.00 count
Generic Name : Laptop Backpack"
"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-26,4.1 out of 5 stars,9451,398,B088XB5XY8,"Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka","Made of multi-coated 600D polyester Material ; Water Repellent
Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters
Small Size backpack; Laptop Compatibility: No
This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more
With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books
6 months limited warranty
› See more product details","Product information
Technical Details
Brand MI
Manufacturer Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka
Model 25740
Product Dimensions 26 x 38 x 14 cm; 200 Grams
Item model number 25740
Special Features Water Resistent, Light Weight, Ergonomic Design, Adjustable
Mounting Hardware Backpack
Batteries Required No
Material Polyester
Manufacturer Korrun India Pvt. Ltd
Country of Origin India
Item Weight 200 g
Additional Information
ASIN B088XB5XY8
Customer Reviews 4.1
9,457 ratings
4.1 out of 5 stars
Best Sellers Rank #99 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)
#14 in Casual Daypacks
#16 in School Bags
Date First Available 20 May 2020
Importer Xiaomi Technology India Private Limited, Building Orchid. Block E, Embassy Tech Village, Marathahalli Outer Ring Road, Devarabisanahalli, Bengaluru 560103
Item Dimensions LxWxH 26 x 38 x 14 Centimeters
Net Quantity 1 count
Generic Name Backpack
Feedback
Would you like to tell us about a lower price?"
F Gear Luxur Brown 25 liter Laptop Backpack (2404),https://www.amazon.in/F-Gear-Luxur-Brown-Backpack/dp/B01F7AX9ZA/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-29,4.4 out of 5 stars,16957,1162,B01F7AX9ZA,No,"Capacity: 25 liters, Weight: 800 grams, Dimensions: 31 x 18 x 44 cm (L x W x H)","Is Discontinued By Manufacturer : No
Product Dimensions : 31 x 18 x 44 cm; 720 Grams
Date First Available : 15 September 2015
Manufacturer : Uber Fashion Merchandise Pvt. Ltd.
ASIN : B01F7AX9ZA
Item model number : Uber061
Country of Origin : India
Department : unisex-adult
Manufacturer : Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590
Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 561657
Item Weight : 720 g
Item Dimensions LxWxH : 31 x 18 x 44 Centimeters
Net Quantity : 1 count
Included Components : Pack of 1 Backpack
Generic Name : Laptop Backpack"
Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Black,https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-30,3.9 out of 5 stars,968,899,B09B25Z8M2,Safari Industries,"Care Instructions: Hand Wash Only
100% Polyester, High Quality, Durable and Water Resistant Fabric
2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook
Front storage pocket keeps smaller items neatly organized and easy to access
Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects
Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight","Product Dimensions : 16 x 32 x 46 cm; 350 Grams
Date First Available : 22 July 2021
Manufacturer : Safari Industries
ASIN : B09B25Z8M2
Item model number : QUILL19CBBLK
Country of Origin : India
Department : unisex-adult
Manufacturer : Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Packer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Importer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Item Weight : 350 g
Item Dimensions LxWxH : 16 x 32 x 46 Centimeters
Net Quantity : 1 Count
Generic Name : Laptop Backpack"
Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue,https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1690028087&sr=8-31,4.0 out of 5 stars,709,899,B09B28TKLG,Safari Industries,"Care Instructions: Hand Wash Only
100% Polyester, High Quality, Durable and Water Resistant Fabric
2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook
Front storage pocket keeps smaller items neatly organized and easy to access
Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects
Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult","Product Dimensions : 12.6 x 18.11 x 6.3 cm; 350 Grams
Date First Available : 22 July 2021
Manufacturer : Safari Industries
ASIN : B09B28TKLG
Item model number : QUILL19CBBLU
Country of Origin : India
Department : unisex-adult
Manufacturer : Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Packer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Importer : 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059
Item Weight : 350 g
Item Dimensions LxWxH : 12.6 x 18.1 x 6.3 Centimeters
Generic Name : Laptop Backpacks"
